TC1S1,TC2S1,TC1S2,TC2S2,TC1S3,TC2S3
37.243,37.240,37.149,37.147,36.898,36.895
37.243,37.242,37.138,37.137,36.898,36.897
37.243,37.248,37.146,37.151,36.898,36.903
37.243,37.245,37.139,37.141,36.898,36.900
37.243,37.248,37.143,37.148,36.898,36.904
37.243,37.241,37.142,37.140,36.898,36.896
37.243,37.242,37.136,37.135,36.898,36.898
37.243,37.248,37.145,37.150,36.898,36.904
37.243,37.246,37.143,37.146,36.898,36.901
37.243,37.244,37.147,37.148,36.898,36.899
37.243,37.245,37.146,37.147,36.898,36.900
37.243,37.240,37.147,37.145,36.898,36.895
37.243,37.244,37.142,37.143,36.898,36.899
37.243,37.241,37.146,37.144,36.898,36.896
37.243,37.240,37.138,37.135,36.898,36.896
37.243,37.239,37.144,37.140,36.898,36.894
37.243,37.240,37.143,37.140,36.898,36.895
37.243,37.242,37.151,37.150,36.899,36.897
37.243,37.247,37.148,37.152,36.899,36.902
37.243,37.242,37.138,37.136,36.899,36.897
37.243,37.243,37.152,37.152,36.899,36.898
37.244,37.238,37.144,37.138,36.899,36.893
37.244,37.245,37.143,37.144,36.899,36.900
37.244,37.236,37.136,37.128,36.899,36.891
37.244,37.246,37.146,37.148,36.899,36.901
37.244,37.240,37.150,37.147,36.899,36.895
37.244,37.237,37.144,37.138,36.899,36.893
37.244,37.246,37.136,37.138,36.899,36.901
37.244,37.242,37.139,37.137,36.899,36.897
37.244,37.247,37.149,37.152,36.899,36.902
37.244,37.244,37.146,37.146,36.899,36.899
37.244,37.248,37.141,37.145,36.899,36.903
37.244,37.245,37.149,37.150,36.899,36.900
37.244,37.242,37.148,37.146,36.899,36.897
37.244,37.249,37.148,37.153,36.899,36.904
37.244,37.245,37.144,37.146,36.899,36.900
37.244,37.244,37.138,37.138,36.899,36.899
37.244,37.239,37.144,37.138,36.899,36.894
37.244,37.247,37.146,37.149,36.899,36.902
37.244,37.250,37.152,37.158,36.899,36.905
37.244,37.244,37.149,37.149,36.899,36.899
37.244,37.244,37.139,37.138,36.899,36.899
37.244,37.247,37.144,37.146,36.899,36.902
37.245,37.235,37.141,37.131,36.900,36.890
37.245,37.240,37.143,37.139,36.900,36.895
37.245,37.247,37.140,37.142,36.900,36.902
37.245,37.247,37.149,37.151,36.900,36.902
37.245,37.243,37.150,37.148,36.900,36.898
37.245,37.243,37.146,37.144,36.900,36.898
37.245,37.246,37.143,37.144,36.900,36.901
37.245,37.248,37.146,37.149,36.900,36.903
37.245,37.239,37.140,37.135,36.900,36.894
37.245,37.242,37.142,37.139,36.900,36.897
37.245,37.241,37.140,37.137,36.900,36.896
37.245,37.250,37.147,37.152,36.900,36.905
37.245,37.247,37.148,37.151,36.900,36.902
37.245,37.242,37.146,37.143,36.900,36.897
37.245,37.243,37.144,37.142,36.900,36.898
37.245,37.247,37.149,37.151,36.900,36.902
37.245,37.247,37.148,37.150,36.900,36.902
37.245,37.246,37.140,37.140,36.900,36.901
37.245,37.246,37.143,37.143,36.900,36.901
37.245,37.249,37.137,37.141,36.900,36.904
37.245,37.253,37.145,37.153,36.900,36.908
37.245,37.250,37.153,37.158,36.900,36.905
37.246,37.243,37.145,37.142,36.901,36.898
37.246,37.244,37.146,37.145,36.901,36.899
37.246,37.255,37.148,37.157,36.901,36.910
37.246,37.238,37.150,37.143,36.901,36.893
37.246,37.245,37.145,37.145,36.901,36.900
37.246,37.249,37.140,37.144,36.901,36.904
37.246,37.243,37.143,37.140,36.901,36.898
37.246,37.250,37.144,37.148,36.901,36.905
37.246,37.244,37.142,37.139,36.901,36.899
37.246,37.251,37.144,37.149,36.901,36.906
37.246,37.245,37.150,37.149,36.901,36.900
37.246,37.243,37.148,37.144,36.901,36.898
37.246,37.242,37.149,37.146,36.901,36.897
37.246,37.244,37.149,37.146,36.901,36.899
37.246,37.245,37.148,37.146,36.901,36.899
37.246,37.251,37.152,37.157,36.901,36.906
37.246,37.239,37.142,37.135,36.901,36.894
37.246,37.241,37.149,37.143,36.901,36.895
37.246,37.246,37.144,37.144,36.901,36.901
37.246,37.247,37.149,37.151,36.901,36.902
37.246,37.249,37.137,37.140,36.901,36.904
37.246,37.248,37.144,37.146,36.901,36.903
37.246,37.245,37.140,37.138,36.901,36.900
37.246,37.249,37.148,37.151,36.901,36.904
37.247,37.253,37.145,37.151,36.902,36.908
37.247,37.252,37.141,37.146,36.902,36.907
37.247,37.247,37.144,37.144,36.902,36.902
37.247,37.247,37.145,37.146,36.902,36.902
37.247,37.243,37.152,37.148,36.902,36.898
37.247,37.251,37.148,37.152,36.902,36.906
37.247,37.248,37.151,37.152,36.902,36.903
37.247,37.248,37.145,37.145,36.902,36.902
37.247,37.248,37.142,37.143,36.902,36.903
37.247,37.251,37.152,37.155,36.902,36.905
37.247,37.247,37.152,37.152,36.902,36.902
37.247,37.251,37.147,37.150,36.902,36.906
37.247,37.245,37.145,37.143,36.902,36.900
37.247,37.248,37.143,37.144,36.902,36.903
37.247,37.249,37.151,37.153,36.902,36.904
37.247,37.243,37.147,37.143,36.902,36.898
37.248,37.249,37.151,37.152,36.902,36.904
37.248,37.246,37.154,37.152,36.902,36.901
37.248,37.249,37.149,37.151,36.902,36.904
37.248,37.248,37.151,37.151,36.903,36.902
37.248,37.251,37.145,37.149,36.903,36.906
37.248,37.256,37.147,37.155,36.903,36.911
37.248,37.246,37.149,37.147,36.903,36.901
37.248,37.248,37.146,37.146,36.903,36.902
37.248,37.248,37.147,37.147,36.903,36.903
37.248,37.247,37.153,37.152,36.903,36.902
37.248,37.246,37.148,37.146,36.903,36.901
37.248,37.244,37.148,37.144,36.903,36.899
37.248,37.247,37.154,37.152,36.903,36.902
37.248,37.246,37.152,37.149,36.903,36.900
37.248,37.241,37.151,37.144,36.903,36.896
37.248,37.244,37.147,37.143,36.903,36.899
37.248,37.251,37.151,37.153,36.903,36.905
37.248,37.249,37.152,37.152,36.903,36.904
37.248,37.245,37.147,37.144,36.903,36.900
37.248,37.255,37.147,37.154,36.903,36.909
37.248,37.244,37.146,37.142,36.903,36.899
37.248,37.250,37.155,37.156,36.903,36.905
37.248,37.254,37.148,37.154,36.903,36.909
37.249,37.245,37.143,37.139,36.903,36.900
37.249,37.250,37.153,37.155,36.903,36.905
37.249,37.246,37.142,37.140,36.903,36.901
37.249,37.247,37.149,37.147,36.903,36.901
37.249,37.251,37.152,37.154,36.903,36.905
37.249,37.241,37.144,37.136,36.904,36.896
37.249,37.253,37.145,37.149,36.904,36.908
37.249,37.250,37.154,37.155,36.904,36.905
37.249,37.254,37.143,37.148,36.904,36.909
37.249,37.255,37.143,37.149,36.904,36.910
37.249,37.249,37.152,37.152,36.904,36.904
37.249,37.247,37.151,37.150,36.904,36.902
37.249,37.249,37.151,37.151,36.904,36.904
37.249,37.247,37.150,37.148,36.904,36.902
37.249,37.253,37.153,37.157,36.904,36.907
37.249,37.249,37.152,37.152,36.904,36.904
37.249,37.253,37.152,37.155,36.904,36.907
37.249,37.256,37.148,37.154,36.904,36.911
37.249,37.245,37.150,37.145,36.904,36.899
37.249,37.244,37.146,37.141,36.904,36.899
37.249,37.247,37.158,37.155,36.904,36.901
37.249,37.248,37.149,37.148,36.904,36.903
37.249,37.246,37.157,37.153,36.904,36.900
37.249,37.253,37.154,37.158,36.904,36.908
37.249,37.251,37.145,37.147,36.904,36.906
37.249,37.246,37.148,37.145,36.904,36.901
37.249,37.256,37.146,37.152,36.904,36.911
37.249,37.243,37.146,37.140,36.904,36.898
37.249,37.244,37.154,37.149,36.904,36.899
37.250,37.250,37.147,37.148,36.904,36.904
37.250,37.246,37.149,37.146,36.904,36.901
37.250,37.245,37.149,37.144,36.904,36.900
37.250,37.251,37.152,37.153,36.904,36.906
37.250,37.256,37.144,37.150,36.904,36.910
37.250,37.248,37.150,37.149,36.904,36.903
37.250,37.254,37.143,37.147,36.905,36.909
37.250,37.249,37.152,37.150,36.905,36.904
37.250,37.252,37.159,37.162,36.905,36.907
37.250,37.251,37.148,37.149,36.905,36.906
37.250,37.251,37.151,37.152,36.905,36.906
37.250,37.257,37.145,37.152,36.905,36.912
37.250,37.258,37.154,37.162,36.905,36.913
37.250,37.250,37.150,37.149,36.905,36.905
37.250,37.249,37.149,37.148,36.905,36.904
37.250,37.251,37.155,37.155,36.905,36.905
37.250,37.246,37.148,37.144,36.905,36.901
37.250,37.254,37.159,37.163,36.905,36.909
37.250,37.256,37.160,37.165,36.905,36.910
37.250,37.256,37.150,37.155,36.905,36.910
37.250,37.250,37.149,37.149,36.905,36.905
37.250,37.244,37.144,37.138,36.905,36.899
37.251,37.250,37.142,37.141,36.905,36.904
37.251,37.256,37.153,37.158,36.905,36.911
37.251,37.253,37.153,37.155,36.905,36.907
37.251,37.254,37.143,37.146,36.905,36.909
37.251,37.251,37.145,37.146,36.905,36.906
37.251,37.253,37.146,37.148,36.905,36.908
37.251,37.248,37.150,37.147,36.905,36.903
37.251,37.256,37.157,37.162,36.906,36.911
37.251,37.253,37.149,37.150,36.906,36.907
37.251,37.247,37.147,37.144,36.906,36.902
37.251,37.259,37.150,37.158,36.906,36.913
37.251,37.252,37.148,37.149,36.906,36.907
37.251,37.247,37.156,37.152,36.906,36.902
37.251,37.247,37.152,37.148,36.906,36.902
37.251,37.248,37.147,37.145,36.906,36.903
37.251,37.248,37.155,37.152,36.906,36.902
37.251,37.247,37.154,37.149,36.906,36.902
37.251,37.251,37.155,37.155,36.906,36.905
37.251,37.248,37.149,37.146,36.906,36.903
37.251,37.256,37.151,37.156,36.906,36.911
37.251,37.244,37.153,37.145,36.906,36.898
37.251,37.251,37.152,37.152,36.906,36.906
37.251,37.253,37.151,37.153,36.906,36.908
37.251,37.257,37.155,37.161,36.906,36.912
37.252,37.249,37.153,37.151,36.906,36.904
37.252,37.253,37.147,37.148,36.906,36.908
37.252,37.249,37.155,37.153,36.906,36.904
37.252,37.247,37.146,37.142,36.906,36.902
37.252,37.252,37.150,37.150,36.906,36.907
37.252,37.247,37.156,37.152,36.906,36.902
37.252,37.252,37.161,37.161,36.906,36.906
37.252,37.253,37.148,37.149,36.906,36.907
37.252,37.251,37.150,37.149,36.906,36.905
37.252,37.246,37.150,37.145,36.906,36.901
37.252,37.257,37.155,37.161,36.906,36.912
37.252,37.253,37.143,37.144,36.906,36.907
37.252,37.248,37.146,37.142,36.906,36.902
37.252,37.248,37.151,37.147,36.906,36.902
37.252,37.254,37.152,37.155,36.907,36.909
37.252,37.256,37.152,37.155,36.907,36.910
37.252,37.249,37.152,37.149,36.907,36.903
37.252,37.249,37.155,37.152,36.907,36.903
37.252,37.258,37.155,37.160,36.907,36.912
37.252,37.244,37.158,37.150,36.907,36.898
37.252,37.245,37.152,37.144,36.907,36.899
37.252,37.248,37.157,37.153,36.907,36.903
37.252,37.252,37.156,37.156,36.907,36.906
37.252,37.251,37.154,37.152,36.907,36.906
37.252,37.251,37.153,37.152,36.907,36.906
37.252,37.247,37.153,37.148,36.907,36.902
37.252,37.258,37.151,37.156,36.907,36.912
37.252,37.253,37.147,37.147,36.907,36.908
37.252,37.248,37.156,37.152,36.907,36.903
37.252,37.256,37.153,37.156,36.907,36.910
37.252,37.259,37.158,37.164,36.907,36.913
37.252,37.263,37.150,37.161,36.907,36.918
37.253,37.256,37.153,37.156,36.907,36.910
37.253,37.254,37.156,37.157,36.907,36.909
37.253,37.252,37.154,37.154,36.907,36.907
37.253,37.256,37.153,37.157,36.907,36.911
37.253,37.250,37.149,37.147,36.907,36.905
37.253,37.246,37.152,37.145,36.907,36.900
37.253,37.251,37.149,37.147,36.907,36.906
37.253,37.254,37.151,37.152,36.907,36.909
37.253,37.254,37.152,37.153,36.908,36.908
37.253,37.252,37.151,37.150,36.908,36.907
37.253,37.250,37.149,37.146,36.908,36.905
37.253,37.248,37.145,37.140,36.908,36.902
37.253,37.251,37.161,37.159,36.908,36.906
37.253,37.262,37.151,37.161,36.908,36.917
37.253,37.257,37.156,37.159,36.908,36.911
37.253,37.255,37.152,37.153,36.908,36.909
37.253,37.249,37.149,37.145,36.908,36.903
37.253,37.257,37.152,37.156,36.908,36.912
37.253,37.252,37.154,37.153,36.908,36.907
37.253,37.253,37.153,37.154,36.908,36.908
37.253,37.253,37.156,37.156,36.908,36.908
37.253,37.252,37.154,37.154,36.908,36.907
37.253,37.254,37.151,37.151,36.908,36.908
37.253,37.248,37.147,37.141,36.908,36.903
37.253,37.253,37.157,37.157,36.908,36.908
37.253,37.253,37.155,37.154,36.908,36.907
37.253,37.257,37.157,37.161,36.908,36.912
37.254,37.256,37.157,37.159,36.908,36.910
37.254,37.250,37.160,37.156,36.908,36.904
37.254,37.255,37.156,37.157,36.908,36.910
37.254,37.247,37.153,37.147,36.908,36.902
37.254,37.252,37.155,37.153,36.908,36.907
37.254,37.248,37.153,37.147,36.908,36.902
37.254,37.251,37.153,37.150,36.908,36.905
37.254,37.248,37.155,37.150,36.908,36.903
37.254,37.249,37.155,37.150,36.909,36.904
37.254,37.259,37.151,37.155,36.909,36.913
37.254,37.255,37.150,37.151,36.909,36.909
37.254,37.255,37.153,37.154,36.909,36.910
37.254,37.256,37.157,37.158,36.909,36.910
37.254,37.260,37.156,37.162,36.909,36.915
37.254,37.253,37.149,37.148,36.909,36.908
37.254,37.256,37.153,37.154,36.909,36.910
37.254,37.258,37.152,37.156,36.909,36.913
37.254,37.256,37.153,37.154,36.909,36.910
37.254,37.255,37.159,37.160,36.909,36.909
37.254,37.257,37.156,37.159,36.909,36.912
37.254,37.257,37.157,37.159,36.909,36.912
37.254,37.253,37.150,37.148,36.909,36.908
37.254,37.256,37.148,37.150,36.909,36.910
37.254,37.249,37.160,37.154,36.909,36.903
37.254,37.252,37.157,37.155,36.909,36.907
37.255,37.253,37.157,37.156,36.909,36.908
37.255,37.260,37.161,37.167,36.909,36.914
37.255,37.256,37.154,37.156,36.909,36.911
37.255,37.248,37.160,37.153,36.909,36.902
37.255,37.254,37.153,37.152,36.909,36.908
37.255,37.252,37.148,37.145,36.909,36.906
37.255,37.258,37.158,37.161,36.909,36.912
37.255,37.253,37.160,37.159,36.909,36.908
37.255,37.251,37.156,37.152,36.909,36.905
37.255,37.243,37.158,37.145,36.909,36.897
37.255,37.254,37.154,37.153,36.909,36.908
37.255,37.252,37.149,37.146,36.910,36.906
37.255,37.258,37.146,37.149,36.910,36.913
37.255,37.258,37.156,37.158,36.910,36.912
37.255,37.251,37.158,37.154,36.910,36.905
37.255,37.251,37.154,37.149,36.910,36.905
37.255,37.250,37.160,37.154,36.910,36.904
37.255,37.259,37.163,37.166,36.910,36.913
37.255,37.251,37.158,37.154,36.910,36.906
37.255,37.256,37.154,37.155,36.910,36.910
37.255,37.258,37.154,37.157,36.910,36.913
37.255,37.251,37.158,37.154,36.910,36.906
37.255,37.257,37.150,37.152,36.910,36.911
37.256,37.254,37.153,37.151,36.910,36.909
37.256,37.258,37.158,37.161,36.910,36.913
37.256,37.255,37.152,37.152,36.910,36.910
37.256,37.263,37.150,37.158,36.910,36.918
37.256,37.252,37.154,37.150,36.910,36.907
37.256,37.253,37.150,37.147,36.910,36.907
37.256,37.260,37.155,37.160,36.910,36.915
37.256,37.254,37.156,37.154,36.910,36.909
37.256,37.257,37.160,37.160,36.910,36.911
37.256,37.253,37.152,37.149,36.910,36.908
37.256,37.263,37.154,37.162,36.910,36.918
37.256,37.253,37.154,37.151,36.910,36.907
37.256,37.256,37.149,37.149,36.910,36.910
37.256,37.259,37.148,37.150,36.911,36.913
37.256,37.252,37.149,37.146,36.911,36.907
37.256,37.251,37.154,37.149,36.911,36.905
37.256,37.257,37.158,37.159,36.911,36.912
37.256,37.252,37.157,37.152,36.911,36.906
37.256,37.251,37.161,37.156,36.911,36.906
37.256,37.255,37.151,37.149,36.911,36.909
37.257,37.254,37.151,37.149,36.911,36.909
37.257,37.263,37.160,37.166,36.911,36.917
37.257,37.256,37.151,37.150,36.911,36.910
37.257,37.254,37.157,37.155,36.911,36.909
37.257,37.252,37.155,37.150,36.911,36.906
37.257,37.256,37.157,37.156,36.911,36.911
37.257,37.254,37.161,37.158,36.911,36.908
37.257,37.260,37.153,37.156,36.911,36.915
37.257,37.261,37.153,37.158,36.911,36.916
37.257,37.260,37.157,37.161,36.911,36.915
37.257,37.260,37.156,37.159,36.911,36.914
37.257,37.256,37.157,37.157,36.911,36.911
37.257,37.254,37.161,37.158,36.911,36.909
37.257,37.249,37.160,37.152,36.911,36.903
37.257,37.258,37.152,37.152,36.911,36.912
37.257,37.250,37.155,37.149,36.911,36.905
37.257,37.257,37.165,37.164,36.911,36.911
37.257,37.257,37.154,37.154,36.911,36.911
37.257,37.259,37.162,37.164,36.911,36.913
37.257,37.253,37.153,37.149,36.911,36.908
37.257,37.257,37.157,37.158,36.912,36.912
37.257,37.260,37.159,37.161,36.912,36.914
37.257,37.253,37.158,37.154,36.912,36.908
37.257,37.259,37.150,37.152,36.912,36.914
37.257,37.253,37.156,37.152,36.912,36.908
37.257,37.257,37.160,37.160,36.912,36.912
37.257,37.259,37.154,37.156,36.912,36.913
37.257,37.261,37.159,37.162,36.912,36.915
37.257,37.258,37.157,37.158,36.912,36.912
37.258,37.249,37.159,37.150,36.912,36.903
37.258,37.257,37.153,37.153,36.912,36.912
37.258,37.259,37.162,37.164,36.912,36.914
37.258,37.263,37.151,37.157,36.912,36.917
37.258,37.265,37.157,37.164,36.912,36.919
37.258,37.255,37.152,37.149,36.912,36.909
37.258,37.263,37.152,37.157,36.912,36.917
37.258,37.256,37.163,37.161,36.912,36.910
37.258,37.258,37.162,37.163,36.912,36.913
37.258,37.259,37.155,37.156,36.912,36.913
37.258,37.260,37.155,37.157,36.912,36.914
37.258,37.259,37.162,37.163,36.912,36.914
37.258,37.255,37.165,37.162,36.912,36.910
37.258,37.252,37.157,37.151,36.912,36.906
37.258,37.266,37.154,37.163,36.912,36.921
37.258,37.255,37.158,37.155,36.912,36.909
37.258,37.263,37.156,37.160,36.912,36.917
37.258,37.252,37.155,37.149,36.912,36.907
37.258,37.261,37.155,37.158,36.913,36.915
37.258,37.259,37.150,37.151,36.913,36.913
37.258,37.255,37.161,37.157,36.913,36.909
37.258,37.263,37.162,37.166,36.913,36.917
37.258,37.256,37.162,37.159,36.913,36.910
37.258,37.258,37.165,37.165,36.913,36.912
37.258,37.256,37.158,37.155,36.913,36.910
37.259,37.257,37.152,37.151,36.913,36.912
37.259,37.261,37.155,37.158,36.913,36.915
37.259,37.257,37.160,37.159,36.913,36.912
37.259,37.265,37.156,37.162,36.913,36.919
37.259,37.262,37.161,37.164,36.913,36.916
37.259,37.261,37.151,37.153,36.913,36.915
37.259,37.257,37.154,37.153,36.913,36.912
37.259,37.260,37.162,37.163,36.913,36.914
37.259,37.265,37.157,37.163,36.913,36.919
37.259,37.254,37.157,37.153,36.913,36.909
37.259,37.263,37.159,37.163,36.913,36.917
37.259,37.261,37.159,37.161,36.913,36.915
37.259,37.265,37.158,37.163,36.913,36.919
37.259,37.266,37.160,37.167,36.913,36.920
37.259,37.250,37.158,37.149,36.913,36.904
37.259,37.262,37.163,37.166,36.913,36.917
37.259,37.264,37.158,37.163,36.913,36.919
37.259,37.249,37.164,37.154,36.914,36.904
37.259,37.259,37.160,37.160,36.914,36.913
37.259,37.261,37.157,37.159,36.914,36.915
37.259,37.260,37.160,37.161,36.914,36.914
37.259,37.262,37.166,37.168,36.914,36.916
37.259,37.264,37.160,37.165,36.914,36.918
37.259,37.260,37.161,37.162,36.914,36.914
37.259,37.259,37.162,37.162,36.914,36.913
37.260,37.265,37.158,37.163,36.914,36.919
37.260,37.255,37.162,37.157,36.914,36.909
37.260,37.265,37.160,37.166,36.914,36.919
37.260,37.254,37.166,37.161,36.914,36.909
37.260,37.264,37.157,37.162,36.914,36.919
37.260,37.262,37.163,37.165,36.914,36.916
37.260,37.256,37.163,37.159,36.914,36.910
37.260,37.263,37.162,37.165,36.914,36.917
37.260,37.255,37.158,37.153,36.914,36.909
37.260,37.267,37.159,37.166,36.914,36.921
37.260,37.265,37.159,37.165,36.914,36.920
37.260,37.262,37.164,37.166,36.914,36.916
37.260,37.253,37.157,37.150,36.914,36.908
37.260,37.257,37.155,37.151,36.914,36.911
37.260,37.261,37.159,37.160,36.914,36.915
37.260,37.261,37.162,37.162,36.914,36.915
37.260,37.262,37.168,37.170,36.914,36.916
37.260,37.259,37.160,37.160,36.914,36.914
37.260,37.259,37.157,37.155,36.914,36.913
37.260,37.250,37.154,37.144,36.914,36.904
37.260,37.255,37.163,37.158,36.914,36.909
37.260,37.260,37.161,37.161,36.914,36.914
37.260,37.259,37.157,37.156,36.914,36.914
37.260,37.259,37.161,37.160,36.914,36.914
37.260,37.256,37.156,37.152,36.915,36.910
37.260,37.259,37.163,37.161,36.915,36.913
37.260,37.266,37.162,37.167,36.915,36.920
37.260,37.262,37.165,37.166,36.915,36.916
37.260,37.265,37.164,37.169,36.915,36.920
37.260,37.266,37.159,37.164,36.915,36.920
37.260,37.257,37.160,37.157,36.915,36.912
37.260,37.259,37.158,37.157,36.915,36.913
37.261,37.262,37.159,37.161,36.915,36.916
37.261,37.257,37.164,37.160,36.915,36.911
37.261,37.262,37.165,37.166,36.915,36.916
37.261,37.264,37.159,37.162,36.915,36.918
37.261,37.253,37.163,37.155,36.915,36.907
37.261,37.260,37.159,37.159,36.915,36.915
37.261,37.263,37.160,37.163,36.915,36.918
37.261,37.263,37.165,37.167,36.915,36.917
37.261,37.265,37.164,37.168,36.915,36.919
37.261,37.258,37.157,37.155,36.915,36.913
37.261,37.261,37.165,37.165,36.915,36.916
37.261,37.266,37.162,37.167,36.915,36.920
37.261,37.266,37.166,37.171,36.915,36.920
37.261,37.259,37.161,37.159,36.915,36.913
37.261,37.262,37.161,37.162,36.915,36.917
37.261,37.264,37.165,37.167,36.915,36.918
37.261,37.261,37.161,37.162,36.915,36.915
37.261,37.262,37.157,37.157,36.915,36.916
37.261,37.262,37.164,37.165,36.915,36.916
37.261,37.265,37.163,37.167,36.915,36.919
37.261,37.262,37.168,37.169,36.915,36.916
37.261,37.256,37.163,37.159,36.915,36.911
37.261,37.263,37.160,37.162,36.915,36.917
37.261,37.263,37.163,37.165,36.915,36.917
37.261,37.263,37.161,37.163,36.915,36.917
37.261,37.251,37.160,37.150,36.915,36.905
37.261,37.261,37.160,37.160,36.916,36.916
37.261,37.260,37.161,37.160,36.916,36.915
37.261,37.259,37.162,37.160,36.916,36.914
37.261,37.254,37.168,37.161,36.916,36.909
37.261,37.268,37.166,37.172,36.916,36.923
37.261,37.267,37.159,37.165,36.916,36.921
37.261,37.256,37.161,37.155,36.916,36.910
37.262,37.261,37.166,37.165,36.916,36.915
37.262,37.263,37.162,37.163,36.916,36.917
37.262,37.258,37.162,37.159,36.916,36.912
37.262,37.260,37.161,37.159,36.916,36.914
37.262,37.258,37.162,37.159,36.916,36.913
37.262,37.258,37.161,37.158,36.916,36.913
37.262,37.273,37.159,37.170,36.916,36.927
37.262,37.274,37.166,37.179,36.916,36.928
37.262,37.259,37.159,37.156,36.916,36.913
37.262,37.261,37.160,37.159,36.916,36.915
37.262,37.257,37.161,37.156,36.916,36.911
37.262,37.268,37.166,37.172,36.916,36.922
37.262,37.266,37.153,37.157,36.916,36.920
37.262,37.259,37.158,37.155,36.916,36.914
37.262,37.258,37.158,37.154,36.916,36.912
37.262,37.267,37.157,37.162,36.916,36.921
37.262,37.263,37.166,37.167,36.916,36.918
37.262,37.262,37.171,37.171,36.916,36.916
37.262,37.262,37.164,37.164,36.916,36.916
37.262,37.262,37.163,37.163,36.916,36.916
37.262,37.260,37.160,37.157,36.916,36.914
37.262,37.265,37.162,37.165,36.916,36.920
37.262,37.264,37.158,37.159,36.916,36.918
37.262,37.259,37.162,37.159,36.917,36.914
37.262,37.263,37.161,37.162,36.917,36.917
37.262,37.257,37.165,37.160,36.917,36.912
37.262,37.266,37.163,37.167,36.917,36.920
37.262,37.262,37.158,37.157,36.917,36.916
37.263,37.255,37.159,37.152,36.917,36.909
37.263,37.265,37.156,37.158,36.917,36.920
37.263,37.261,37.165,37.163,36.917,36.915
37.263,37.264,37.169,37.171,36.917,36.918
37.263,37.269,37.163,37.170,36.917,36.924
37.263,37.265,37.172,37.174,36.917,36.919
37.263,37.260,37.161,37.158,36.917,36.914
37.263,37.258,37.161,37.156,36.917,36.912
37.263,37.261,37.161,37.159,36.917,36.915
37.263,37.264,37.156,37.157,36.917,36.918
37.263,37.263,37.168,37.168,36.917,36.917
37.263,37.268,37.165,37.170,36.917,36.922
37.263,37.260,37.162,37.159,36.917,36.914
37.263,37.263,37.163,37.163,36.917,36.917
37.263,37.264,37.165,37.165,36.917,36.918
37.263,37.263,37.161,37.160,36.917,36.917
37.263,37.259,37.152,37.149,36.917,36.913
37.263,37.268,37.166,37.172,36.917,36.923
37.263,37.265,37.165,37.167,36.917,36.919
37.263,37.260,37.165,37.162,36.917,36.914
37.263,37.264,37.165,37.165,36.917,36.918
37.263,37.263,37.169,37.169,36.917,36.917
37.263,37.266,37.173,37.176,36.917,36.921
37.263,37.261,37.168,37.166,36.917,36.915
37.263,37.262,37.163,37.161,36.917,36.916
37.263,37.265,37.165,37.167,36.917,36.920
37.263,37.262,37.161,37.159,36.917,36.916
37.263,37.266,37.162,37.165,36.918,36.920
37.263,37.265,37.165,37.167,36.918,36.919
37.264,37.271,37.163,37.171,36.918,36.925
37.264,37.264,37.166,37.166,36.918,36.918
37.264,37.264,37.164,37.164,36.918,36.918
37.264,37.265,37.168,37.170,36.918,36.920
37.264,37.264,37.164,37.164,36.918,36.918
37.264,37.261,37.164,37.161,36.918,36.915
37.264,37.268,37.165,37.169,36.918,36.922
37.264,37.264,37.165,37.166,36.918,36.918
37.264,37.271,37.163,37.170,36.918,36.925
37.264,37.266,37.165,37.167,36.918,36.920
37.264,37.261,37.161,37.158,36.918,36.915
37.264,37.259,37.169,37.164,36.918,36.913
37.264,37.271,37.169,37.176,36.918,36.925
37.264,37.266,37.164,37.165,36.918,36.920
37.264,37.270,37.164,37.170,36.918,36.924
37.264,37.261,37.170,37.167,36.918,36.915
37.264,37.261,37.165,37.162,36.918,36.915
37.264,37.263,37.159,37.158,36.918,36.917
37.264,37.264,37.163,37.162,36.918,36.918
37.264,37.264,37.160,37.160,36.918,36.918
37.264,37.269,37.164,37.169,36.918,36.924
37.264,37.265,37.159,37.160,36.918,36.919
37.264,37.260,37.165,37.160,36.918,36.914
37.264,37.267,37.158,37.161,36.918,36.922
37.265,37.263,37.171,37.170,36.919,36.918
37.265,37.264,37.163,37.163,36.919,36.918
37.265,37.263,37.168,37.167,36.919,36.917
37.265,37.267,37.165,37.167,36.919,36.921
37.265,37.263,37.161,37.160,36.919,36.918
37.265,37.261,37.161,37.158,36.919,36.915
37.265,37.261,37.159,37.155,36.919,36.915
37.265,37.266,37.170,37.170,36.919,36.920
37.265,37.266,37.159,37.161,36.919,36.920
37.265,37.258,37.160,37.153,36.919,36.912
37.265,37.263,37.159,37.157,36.919,36.917
37.265,37.268,37.172,37.176,36.919,36.922
37.265,37.257,37.169,37.161,36.919,36.911
37.265,37.265,37.160,37.159,36.919,36.919
37.265,37.263,37.163,37.161,36.919,36.917
37.265,37.264,37.163,37.162,36.919,36.918
37.265,37.258,37.164,37.158,36.919,36.913
37.265,37.261,37.160,37.156,36.919,36.915
37.265,37.264,37.167,37.166,36.919,36.918
37.265,37.261,37.160,37.156,36.919,36.915
37.265,37.261,37.163,37.158,36.919,36.915
37.265,37.271,37.162,37.168,36.919,36.925
37.265,37.267,37.163,37.166,36.919,36.921
37.265,37.267,37.164,37.165,36.919,36.921
37.265,37.263,37.165,37.163,36.919,36.918
37.265,37.264,37.165,37.164,36.919,36.918
