TC1S1,TC2S1,TC1S2,TC2S2,TC1S3,TC2S3
37.265,37.266,37.171,37.172,36.919,36.920
37.265,37.263,37.160,37.158,36.919,36.917
37.265,37.266,37.169,37.170,36.919,36.920
37.265,37.264,37.159,37.158,36.919,36.918
37.265,37.264,37.162,37.161,36.919,36.918
37.265,37.264,37.167,37.165,36.919,36.918
37.265,37.266,37.163,37.164,36.919,36.920
37.265,37.274,37.164,37.172,36.919,36.928
37.265,37.267,37.167,37.168,36.919,36.921
37.265,37.272,37.165,37.172,36.919,36.927
37.265,37.268,37.169,37.171,36.919,36.922
37.265,37.272,37.172,37.179,36.920,36.926
37.266,37.267,37.164,37.166,36.920,36.921
37.266,37.259,37.171,37.165,36.920,36.913
37.266,37.262,37.171,37.167,36.920,36.916
37.266,37.267,37.170,37.171,36.920,36.921
37.266,37.264,37.171,37.169,36.920,36.918
37.266,37.262,37.160,37.157,36.920,36.916
37.266,37.274,37.162,37.170,36.920,36.928
37.266,37.262,37.167,37.163,36.920,36.916
37.266,37.273,37.161,37.168,36.920,36.927
37.266,37.263,37.170,37.167,36.920,36.917
37.266,37.271,37.161,37.166,36.920,36.925
37.266,37.272,37.165,37.171,36.920,36.926
37.266,37.269,37.168,37.171,36.920,36.923
37.266,37.271,37.165,37.170,36.920,36.925
37.266,37.274,37.158,37.166,36.920,36.928
37.266,37.261,37.168,37.163,36.920,36.915
37.266,37.274,37.163,37.171,36.920,36.928
37.266,37.268,37.172,37.173,36.920,36.922
37.266,37.260,37.165,37.159,36.920,36.914
37.266,37.263,37.160,37.157,36.920,36.917
37.266,37.262,37.167,37.163,36.920,36.916
37.266,37.269,37.171,37.173,36.920,36.923
37.267,37.272,37.169,37.174,36.921,36.926
37.267,37.270,37.165,37.168,36.921,36.924
37.267,37.270,37.167,37.171,36.921,36.924
37.267,37.269,37.166,37.168,36.921,36.923
37.267,37.268,37.161,37.163,36.921,36.922
37.267,37.267,37.168,37.168,36.921,36.921
37.267,37.268,37.174,37.175,36.921,36.922
37.267,37.267,37.170,37.170,36.921,36.921
37.267,37.266,37.162,37.161,36.921,36.920
37.267,37.268,37.165,37.165,36.921,36.922
37.267,37.268,37.171,37.172,36.921,36.922
37.267,37.266,37.168,37.167,36.921,36.920
37.267,37.273,37.169,37.175,36.921,36.927
37.267,37.265,37.166,37.164,36.921,36.919
37.267,37.268,37.165,37.166,36.921,36.922
37.267,37.271,37.173,37.176,36.921,36.925
37.267,37.278,37.170,37.180,36.921,36.932
37.267,37.270,37.178,37.181,36.921,36.924
37.267,37.269,37.164,37.166,36.921,36.923
37.267,37.266,37.175,37.174,36.921,36.920
37.267,37.272,37.171,37.176,36.921,36.926
37.268,37.263,37.170,37.165,36.921,36.917
37.268,37.266,37.170,37.169,36.922,36.920
37.268,37.271,37.167,37.171,36.922,36.925
37.268,37.264,37.163,37.159,36.922,36.918
37.268,37.266,37.165,37.164,36.922,36.920
37.268,37.269,37.167,37.168,36.922,36.923
37.268,37.270,37.164,37.166,36.922,36.924
37.268,37.275,37.169,37.176,36.922,36.929
37.268,37.267,37.166,37.165,36.922,36.921
37.268,37.262,37.167,37.160,36.922,36.916
37.268,37.267,37.165,37.164,36.922,36.921
37.268,37.264,37.174,37.169,36.922,36.917
37.268,37.273,37.162,37.167,36.922,36.927
37.268,37.269,37.167,37.168,36.922,36.923
37.268,37.260,37.167,37.159,36.922,36.914
37.268,37.270,37.169,37.171,36.922,36.924
37.268,37.261,37.161,37.154,36.922,36.915
37.268,37.269,37.163,37.164,36.922,36.923
37.268,37.273,37.170,37.175,36.922,36.927
37.268,37.265,37.169,37.166,36.922,36.919
37.269,37.266,37.171,37.169,36.922,36.920
37.269,37.268,37.168,37.167,36.922,36.922
37.269,37.267,37.172,37.170,36.922,36.921
37.269,37.271,37.169,37.171,36.922,36.925
37.269,37.275,37.168,37.175,36.923,36.929
37.269,37.276,37.169,37.176,36.923,36.930
37.269,37.269,37.173,37.173,36.923,36.923
37.269,37.270,37.171,37.172,36.923,36.924
37.269,37.275,37.174,37.180,36.923,36.928
37.269,37.271,37.168,37.170,36.923,36.925
37.269,37.270,37.167,37.168,36.923,36.924
37.269,37.272,37.166,37.170,36.923,36.926
37.269,37.271,37.173,37.175,36.923,36.924
37.269,37.271,37.167,37.169,36.923,36.924
37.269,37.269,37.163,37.162,36.923,36.923
37.269,37.267,37.172,37.170,36.923,36.921
37.269,37.264,37.166,37.161,36.923,36.918
37.269,37.272,37.172,37.175,36.923,36.926
37.269,37.273,37.181,37.185,36.923,36.927
37.269,37.264,37.164,37.159,36.923,36.918
37.269,37.264,37.174,37.168,36.923,36.917
37.269,37.276,37.170,37.176,36.923,36.929
37.269,37.271,37.169,37.170,36.923,36.924
37.269,37.265,37.167,37.162,36.923,36.919
37.269,37.263,37.173,37.166,36.923,36.917
37.269,37.273,37.164,37.168,36.923,36.927
37.269,37.273,37.173,37.177,36.923,36.927
37.269,37.266,37.172,37.168,36.923,36.920
37.269,37.268,37.170,37.169,36.923,36.922
37.269,37.269,37.171,37.170,36.923,36.922
37.269,37.271,37.168,37.170,36.923,36.925
37.269,37.270,37.168,37.169,36.923,36.924
37.270,37.271,37.167,37.168,36.923,36.925
37.270,37.273,37.169,37.173,36.923,36.927
37.270,37.267,37.172,37.169,36.923,36.921
37.270,37.272,37.171,37.173,36.923,36.926
37.270,37.265,37.173,37.168,36.923,36.919
37.270,37.274,37.172,37.177,36.923,36.928
37.270,37.268,37.171,37.169,36.923,36.921
37.270,37.266,37.169,37.165,36.923,36.920
37.270,37.272,37.171,37.173,36.924,36.925
37.270,37.267,37.167,37.164,36.924,36.921
37.270,37.269,37.171,37.170,36.924,36.922
37.270,37.274,37.172,37.176,36.924,36.927
37.270,37.266,37.169,37.166,36.924,36.920
37.270,37.275,37.169,37.174,36.924,36.929
37.270,37.270,37.169,37.169,36.924,36.923
37.270,37.278,37.165,37.173,36.924,36.931
37.270,37.278,37.169,37.177,36.924,36.932
37.270,37.270,37.170,37.169,36.924,36.924
37.270,37.273,37.166,37.169,36.924,36.927
37.270,37.275,37.175,37.179,36.924,36.928
37.270,37.268,37.167,37.165,36.924,36.921
37.270,37.264,37.166,37.160,36.924,36.918
37.270,37.275,37.175,37.180,36.924,36.929
37.270,37.274,37.169,37.173,36.924,36.928
37.270,37.276,37.172,37.177,36.924,36.929
37.271,37.278,37.164,37.172,36.924,36.932
37.271,37.267,37.173,37.169,36.924,36.921
37.271,37.265,37.178,37.172,36.924,36.918
37.271,37.266,37.164,37.159,36.924,36.920
37.271,37.273,37.174,37.176,36.924,36.927
37.271,37.270,37.168,37.167,36.924,36.924
37.271,37.263,37.178,37.170,36.924,36.916
37.271,37.270,37.172,37.171,36.924,36.924
37.271,37.270,37.173,37.173,36.924,36.924
37.271,37.266,37.171,37.167,36.925,36.920
37.271,37.272,37.169,37.171,36.925,36.926
37.271,37.268,37.179,37.175,36.925,36.921
37.271,37.270,37.172,37.171,36.925,36.924
37.271,37.266,37.164,37.158,36.925,36.919
37.271,37.266,37.172,37.167,36.925,36.920
37.271,37.269,37.174,37.172,36.925,36.922
37.271,37.275,37.175,37.179,36.925,36.929
37.271,37.271,37.170,37.170,36.925,36.925
37.271,37.272,37.172,37.173,36.925,36.926
37.271,37.267,37.174,37.169,36.925,36.921
37.271,37.279,37.169,37.177,36.925,36.933
37.271,37.270,37.174,37.172,36.925,36.924
37.271,37.272,37.181,37.181,36.925,36.926
37.271,37.278,37.177,37.184,36.925,36.932
37.271,37.269,37.174,37.172,36.925,36.923
37.272,37.272,37.172,37.172,36.925,36.926
37.272,37.266,37.165,37.160,36.925,36.920
37.272,37.274,37.171,37.174,36.925,36.928
37.272,37.270,37.167,37.165,36.925,36.924
37.272,37.273,37.170,37.171,36.925,36.927
37.272,37.280,37.173,37.181,36.925,36.934
37.272,37.270,37.166,37.164,36.925,36.924
37.272,37.272,37.176,37.177,36.925,36.926
37.272,37.275,37.171,37.175,36.925,36.929
37.272,37.273,37.167,37.169,36.926,36.927
37.272,37.273,37.178,37.179,36.926,36.926
37.272,37.273,37.169,37.170,36.926,36.927
37.272,37.276,37.171,37.175,36.926,36.930
37.272,37.280,37.175,37.183,36.926,36.934
37.272,37.276,37.172,37.176,36.926,36.929
37.272,37.271,37.175,37.174,36.926,36.925
37.272,37.269,37.173,37.170,36.926,36.923
37.272,37.271,37.165,37.165,36.926,36.925
37.272,37.270,37.173,37.171,36.926,36.924
37.272,37.269,37.175,37.172,36.926,36.923
37.272,37.277,37.172,37.177,36.926,36.931
37.272,37.273,37.176,37.177,36.926,36.927
37.272,37.269,37.167,37.164,36.926,36.923
37.272,37.263,37.177,37.168,36.926,36.917
37.272,37.271,37.173,37.172,36.926,36.925
37.272,37.266,37.169,37.163,36.926,36.920
37.272,37.276,37.170,37.173,36.926,36.929
37.272,37.272,37.171,37.170,36.926,36.925
37.272,37.277,37.174,37.178,36.926,36.931
37.272,37.271,37.174,37.173,36.926,36.925
37.272,37.270,37.170,37.167,36.926,36.924
37.272,37.274,37.166,37.167,36.926,36.927
37.272,37.277,37.174,37.179,36.926,36.931
37.272,37.265,37.162,37.154,36.926,36.919
37.273,37.264,37.172,37.163,36.926,36.917
37.273,37.271,37.172,37.170,36.926,36.925
37.273,37.272,37.169,37.169,36.926,36.926
37.273,37.270,37.180,37.177,36.926,36.924
37.273,37.273,37.173,37.173,36.926,36.926
37.273,37.270,37.168,37.165,36.926,36.923
37.273,37.277,37.178,37.183,36.926,36.931
37.273,37.273,37.172,37.172,36.926,36.927
37.273,37.277,37.181,37.186,36.926,36.931
37.273,37.267,37.176,37.170,36.927,36.921
37.273,37.273,37.172,37.172,36.927,36.927
37.273,37.275,37.168,37.171,36.927,36.929
37.273,37.269,37.173,37.169,36.927,36.923
37.273,37.276,37.173,37.176,36.927,36.929
37.273,37.273,37.176,37.177,36.927,36.927
37.273,37.274,37.181,37.182,36.927,36.928
37.273,37.274,37.173,37.174,36.927,36.927
37.273,37.278,37.173,37.179,36.927,36.932
37.273,37.276,37.169,37.172,36.927,36.930
37.273,37.276,37.165,37.168,36.927,36.930
37.273,37.272,37.172,37.172,36.927,36.926
37.273,37.274,37.180,37.181,36.927,36.928
37.273,37.282,37.173,37.182,36.927,36.935
37.273,37.275,37.170,37.171,36.927,36.929
37.273,37.269,37.175,37.171,36.927,36.923
37.273,37.273,37.175,37.174,36.927,36.926
37.273,37.274,37.173,37.174,36.927,36.928
37.273,37.276,37.175,37.177,36.927,36.930
37.273,37.273,37.172,37.172,36.927,36.927
37.273,37.270,37.166,37.162,36.927,36.923
37.273,37.284,37.166,37.176,36.927,36.937
37.273,37.271,37.178,37.176,36.927,36.925
37.273,37.273,37.170,37.170,36.927,36.927
37.274,37.272,37.175,37.173,36.927,36.925
37.274,37.278,37.173,37.178,36.927,36.931
37.274,37.272,37.173,37.171,36.927,36.925
37.274,37.279,37.174,37.180,36.927,36.933
37.274,37.279,37.175,37.180,36.927,36.932
37.274,37.268,37.166,37.161,36.927,36.922
37.274,37.281,37.180,37.187,36.927,36.935
37.274,37.280,37.162,37.168,36.927,36.934
37.274,37.274,37.175,37.175,36.927,36.928
37.274,37.270,37.174,37.170,36.927,36.923
37.274,37.273,37.170,37.169,36.927,36.926
37.274,37.269,37.179,37.175,36.928,36.923
37.274,37.276,37.180,37.182,36.928,36.930
37.274,37.274,37.177,37.178,36.928,36.928
37.274,37.279,37.174,37.179,36.928,36.933
37.274,37.274,37.174,37.174,36.928,36.928
37.274,37.273,37.169,37.168,36.928,36.926
37.274,37.277,37.176,37.179,36.928,36.931
37.274,37.276,37.170,37.172,36.928,36.930
37.274,37.280,37.175,37.181,36.928,36.934
37.274,37.274,37.177,37.177,36.928,36.928
37.274,37.277,37.179,37.182,36.928,36.931
37.274,37.271,37.170,37.167,36.928,36.925
37.274,37.267,37.173,37.166,36.928,36.921
37.274,37.279,37.181,37.185,36.928,36.932
37.274,37.271,37.178,37.175,36.928,36.925
37.274,37.277,37.171,37.174,36.928,36.931
37.274,37.273,37.178,37.177,36.928,36.927
37.274,37.278,37.170,37.174,36.928,36.932
37.274,37.275,37.176,37.177,36.928,36.929
37.274,37.280,37.173,37.178,36.928,36.933
37.274,37.272,37.168,37.165,36.928,36.926
37.275,37.271,37.177,37.173,36.928,36.924
37.275,37.274,37.178,37.177,36.928,36.927
37.275,37.275,37.176,37.177,36.928,36.929
37.275,37.273,37.179,37.177,36.928,36.926
37.275,37.275,37.186,37.186,36.928,36.928
37.275,37.276,37.172,37.174,36.928,36.930
37.275,37.274,37.175,37.174,36.928,36.927
37.275,37.274,37.176,37.175,36.928,36.928
37.275,37.272,37.169,37.166,36.928,36.926
37.275,37.274,37.174,37.174,36.928,36.928
37.275,37.271,37.178,37.174,36.928,36.924
37.275,37.276,37.176,37.177,36.929,36.930
37.275,37.277,37.169,37.172,36.929,36.931
37.275,37.272,37.170,37.168,36.929,36.926
37.275,37.276,37.172,37.174,36.929,36.930
37.275,37.278,37.177,37.180,36.929,36.932
37.275,37.274,37.172,37.171,36.929,36.928
37.275,37.267,37.173,37.165,36.929,36.921
37.275,37.274,37.182,37.181,36.929,36.927
37.275,37.271,37.179,37.175,36.929,36.925
37.275,37.279,37.176,37.179,36.929,36.932
37.275,37.279,37.180,37.183,36.929,36.932
37.275,37.282,37.177,37.183,36.929,36.935
37.276,37.286,37.173,37.184,36.929,36.939
37.276,37.273,37.179,37.176,36.929,36.926
37.276,37.276,37.179,37.179,36.929,36.930
37.276,37.275,37.172,37.171,36.929,36.929
37.276,37.287,37.178,37.189,36.929,36.940
37.276,37.276,37.173,37.173,36.929,36.930
37.276,37.283,37.178,37.185,36.929,36.936
37.276,37.275,37.176,37.174,36.930,36.928
37.276,37.273,37.176,37.173,36.930,36.927
37.276,37.275,37.177,37.176,36.930,36.929
37.276,37.279,37.173,37.177,36.930,36.933
37.276,37.276,37.174,37.174,36.930,36.929
37.276,37.278,37.181,37.183,36.930,36.932
37.276,37.273,37.174,37.171,36.930,36.927
37.276,37.276,37.169,37.168,36.930,36.929
37.276,37.279,37.175,37.178,36.930,36.933
37.276,37.281,37.178,37.183,36.930,36.935
37.276,37.290,37.177,37.191,36.930,36.943
37.276,37.272,37.178,37.174,36.930,36.926
37.276,37.286,37.177,37.187,36.930,36.939
37.276,37.282,37.179,37.185,36.930,36.935
37.276,37.275,37.175,37.173,36.930,36.929
37.277,37.273,37.180,37.176,36.930,36.926
37.277,37.276,37.175,37.175,36.930,36.930
37.277,37.278,37.177,37.178,36.930,36.931
37.277,37.275,37.181,37.180,36.930,36.929
37.277,37.278,37.183,37.184,36.930,36.932
37.277,37.277,37.180,37.181,36.930,36.931
37.277,37.280,37.177,37.180,36.930,36.933
37.277,37.279,37.179,37.182,36.930,36.933
37.277,37.278,37.179,37.179,36.930,36.931
37.277,37.276,37.177,37.177,36.930,36.930
37.277,37.276,37.178,37.177,36.930,36.929
37.277,37.279,37.182,37.183,36.930,36.932
37.277,37.275,37.179,37.177,36.930,36.928
37.277,37.281,37.172,37.176,36.930,36.934
37.277,37.280,37.184,37.187,36.930,36.933
37.277,37.277,37.181,37.180,36.930,36.930
37.277,37.282,37.177,37.182,36.930,36.935
37.277,37.277,37.174,37.174,36.930,36.930
37.277,37.272,37.179,37.174,36.931,36.925
37.277,37.274,37.180,37.177,36.931,36.928
37.277,37.278,37.173,37.174,36.931,36.932
37.277,37.276,37.188,37.186,36.931,36.929
37.277,37.277,37.182,37.181,36.931,36.930
37.277,37.276,37.181,37.180,36.931,36.930
37.277,37.279,37.177,37.178,36.931,36.932
37.277,37.276,37.178,37.177,36.931,36.930
37.277,37.278,37.172,37.172,36.931,36.931
37.278,37.275,37.174,37.172,36.931,36.929
37.278,37.271,37.180,37.173,36.931,36.925
37.278,37.281,37.172,37.176,36.931,36.935
37.278,37.278,37.178,37.178,36.931,36.931
37.278,37.276,37.175,37.173,36.931,36.930
37.278,37.276,37.173,37.171,36.931,36.930
37.278,37.277,37.174,37.173,36.931,36.930
37.278,37.271,37.181,37.174,36.931,36.924
37.278,37.275,37.177,37.175,36.931,36.928
37.278,37.280,37.177,37.179,36.931,36.934
37.278,37.272,37.187,37.181,36.931,36.926
37.278,37.280,37.185,37.187,36.931,36.934
37.278,37.280,37.186,37.188,36.931,36.933
37.278,37.274,37.177,37.173,36.931,36.927
37.278,37.282,37.170,37.174,36.931,36.935
37.278,37.277,37.179,37.178,36.932,36.931
37.278,37.267,37.188,37.177,36.932,36.921
37.278,37.275,37.183,37.180,36.932,36.929
37.278,37.281,37.178,37.180,36.932,36.934
37.278,37.276,37.180,37.178,36.932,36.930
37.278,37.284,37.174,37.179,36.932,36.937
37.278,37.280,37.167,37.169,36.932,36.934
37.278,37.279,37.170,37.170,36.932,36.932
37.278,37.276,37.184,37.182,36.932,36.930
37.278,37.279,37.181,37.182,36.932,36.932
37.278,37.279,37.181,37.181,36.932,36.932
37.278,37.277,37.177,37.176,36.932,36.931
37.278,37.273,37.175,37.170,36.932,36.927
37.278,37.278,37.183,37.183,36.932,36.932
37.278,37.275,37.174,37.171,36.932,36.928
37.279,37.271,37.186,37.179,36.932,36.925
37.279,37.277,37.181,37.179,36.932,36.930
37.279,37.276,37.181,37.178,36.932,36.929
37.279,37.286,37.179,37.186,36.932,36.940
37.279,37.278,37.178,37.178,36.932,36.932
37.279,37.275,37.177,37.173,36.932,36.928
37.279,37.279,37.173,37.174,36.932,36.933
37.279,37.278,37.180,37.179,36.932,36.932
37.279,37.285,37.176,37.182,36.932,36.939
37.279,37.293,37.179,37.193,36.932,36.947
37.279,37.282,37.171,37.174,36.932,36.935
37.279,37.280,37.171,37.171,36.932,36.933
37.279,37.280,37.181,37.182,36.932,36.933
37.279,37.276,37.185,37.182,36.932,36.929
37.279,37.276,37.177,37.174,36.932,36.929
37.279,37.275,37.187,37.183,36.932,36.929
37.279,37.279,37.180,37.179,36.932,36.932
37.279,37.285,37.181,37.187,36.932,36.939
37.279,37.281,37.175,37.178,36.932,36.935
37.279,37.277,37.178,37.176,36.933,36.930
37.279,37.287,37.174,37.181,36.933,36.940
37.279,37.280,37.186,37.187,36.933,36.933
37.279,37.278,37.179,37.177,36.933,36.931
37.279,37.277,37.175,37.173,36.933,36.930
37.279,37.276,37.181,37.178,36.933,36.930
37.279,37.274,37.183,37.178,36.933,36.928
37.279,37.283,37.178,37.182,36.933,36.937
37.279,37.277,37.174,37.172,36.933,36.930
37.280,37.282,37.178,37.181,36.933,36.936
37.280,37.280,37.181,37.181,36.933,36.933
37.280,37.274,37.177,37.172,36.933,36.928
37.280,37.279,37.184,37.183,36.933,36.932
37.280,37.283,37.174,37.177,36.933,36.937
37.280,37.276,37.174,37.170,36.933,36.929
37.280,37.282,37.176,37.178,36.933,36.935
37.280,37.282,37.180,37.183,36.933,36.936
37.280,37.281,37.182,37.183,36.933,36.934
37.280,37.287,37.177,37.184,36.933,36.940
37.280,37.274,37.183,37.177,36.933,36.927
37.280,37.280,37.185,37.185,36.933,36.934
37.280,37.287,37.171,37.178,36.933,36.940
37.280,37.274,37.176,37.171,36.933,36.928
37.280,37.277,37.179,37.176,36.933,36.931
37.280,37.278,37.179,37.178,36.933,36.932
37.280,37.282,37.183,37.185,36.933,36.936
37.280,37.284,37.181,37.185,36.933,36.937
37.280,37.273,37.184,37.177,36.933,36.926
37.280,37.283,37.181,37.184,36.933,36.936
37.280,37.277,37.183,37.180,36.933,36.930
37.280,37.282,37.177,37.179,36.933,36.935
37.280,37.287,37.179,37.186,36.933,36.940
37.280,37.276,37.177,37.173,36.933,36.930
37.280,37.277,37.181,37.177,36.933,36.930
37.280,37.282,37.181,37.183,36.934,36.935
37.280,37.279,37.187,37.185,36.934,36.932
37.280,37.289,37.174,37.183,36.934,36.942
37.280,37.281,37.184,37.185,36.934,36.935
37.280,37.281,37.172,37.172,36.934,36.934
37.280,37.278,37.180,37.177,36.934,36.931
37.280,37.281,37.174,37.175,36.934,36.934
37.281,37.280,37.181,37.180,36.934,36.933
37.281,37.286,37.172,37.177,36.934,36.940
37.281,37.272,37.178,37.169,36.934,36.925
37.281,37.277,37.179,37.175,36.934,36.930
37.281,37.279,37.182,37.180,36.934,36.932
37.281,37.282,37.180,37.181,36.934,36.935
37.281,37.275,37.178,37.172,36.934,36.928
37.281,37.277,37.174,37.171,36.934,36.931
37.281,37.288,37.178,37.186,36.934,36.941
37.281,37.278,37.178,37.175,36.934,36.931
37.281,37.273,37.184,37.177,36.934,36.927
37.281,37.279,37.180,37.178,36.934,36.932
37.281,37.283,37.177,37.179,36.934,36.936
37.281,37.283,37.181,37.183,36.934,36.937
37.281,37.283,37.178,37.181,36.934,36.937
37.281,37.279,37.181,37.179,36.934,36.932
37.281,37.286,37.180,37.185,36.934,36.939
37.281,37.279,37.176,37.174,36.934,36.932
37.281,37.269,37.180,37.169,36.934,36.923
37.281,37.281,37.181,37.181,36.934,36.934
37.281,37.280,37.178,37.176,36.934,36.933
37.281,37.277,37.184,37.180,36.934,36.930
37.281,37.281,37.180,37.180,36.934,36.934
37.281,37.286,37.174,37.179,36.934,36.939
37.281,37.289,37.186,37.194,36.934,36.942
37.281,37.278,37.185,37.182,36.934,36.931
37.281,37.285,37.179,37.183,36.934,36.938
37.281,37.284,37.190,37.192,36.934,36.937
37.281,37.276,37.186,37.181,36.934,36.929
37.281,37.280,37.175,37.174,36.934,36.933
37.281,37.283,37.186,37.188,36.934,36.936
37.281,37.278,37.180,37.176,36.934,36.931
37.281,37.280,37.181,37.180,36.934,36.933
37.281,37.283,37.189,37.191,36.934,36.937
37.281,37.278,37.173,37.170,36.935,36.931
37.281,37.289,37.179,37.186,36.935,36.942
37.281,37.281,37.186,37.186,36.935,36.934
37.281,37.277,37.187,37.182,36.935,36.930
37.281,37.282,37.182,37.183,36.935,36.935
37.281,37.280,37.186,37.185,36.935,36.933
37.281,37.273,37.177,37.169,36.935,36.926
37.281,37.284,37.178,37.180,36.935,36.937
37.281,37.285,37.184,37.188,36.935,36.939
37.282,37.286,37.187,37.192,36.935,36.940
37.282,37.287,37.176,37.182,36.935,36.940
37.282,37.277,37.184,37.180,36.935,36.930
37.282,37.286,37.185,37.189,36.935,36.939
37.282,37.284,37.182,37.184,36.935,36.938
37.282,37.282,37.188,37.188,36.935,36.935
37.282,37.284,37.191,37.194,36.935,36.938
37.282,37.277,37.182,37.178,36.935,36.930
37.282,37.285,37.181,37.183,36.935,36.938
37.282,37.283,37.189,37.190,36.935,36.936
37.282,37.283,37.191,37.192,36.935,36.937
37.282,37.285,37.180,37.183,36.935,36.938
37.282,37.280,37.184,37.182,36.935,36.933
37.282,37.286,37.183,37.187,36.935,36.939
37.282,37.290,37.186,37.193,36.935,36.943
37.282,37.283,37.180,37.181,36.935,36.936
37.282,37.276,37.180,37.173,36.935,36.929
37.282,37.284,37.189,37.191,36.935,36.937
37.282,37.279,37.183,37.180,36.935,36.932
37.282,37.282,37.180,37.179,36.935,36.935
37.282,37.290,37.180,37.187,36.936,36.943
37.282,37.282,37.184,37.183,36.936,36.935
37.282,37.283,37.184,37.185,36.936,36.936
37.282,37.285,37.192,37.194,36.936,36.938
37.282,37.285,37.186,37.188,36.936,36.938
37.282,37.284,37.185,37.187,36.936,36.937
37.282,37.285,37.191,37.193,36.936,36.938
37.282,37.286,37.180,37.184,36.936,36.939
37.282,37.291,37.181,37.190,36.936,36.944
37.283,37.280,37.182,37.179,36.936,36.933
